"idformula","idherbsmed","ref"
"F00173","K00037","症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）；漢方の診かた治しかた：寺師睦濟著，昭和47.10.10，第4版（福村出版）"
"F00174","K00037","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）；経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）"
"F00175","K00037","明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）"
"F00176","K00037","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00177","K00037","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00178","K00037","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00169","K00037","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）；漢方医学の基礎と診療：西山英雄著，昭和44.3.15（創元社）"
"F00170","K00037","改訂新版漢方処方集：龍野一雄編著，昭和49.6.25，改訂（中国漢方医学書刊行会）"
"F00179","K00038","明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）"
"F00180","K00038","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00181","K00038","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00182","K00038","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00183","K00039","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00184","K00040","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）"
"F00185","K00040","漢方医学：大塚敬節著，昭和43.8.20/新版漢方医学：大塚敬節著，昭和48.2.16（創元社）；現代漢方入門：毎日新聞社編，昭和46.12.5（毎日新聞社）"
"F00186","K00040","漢方処方大成：矢数圭堂監修，昭和63.4.15，第1刷（自然社）"
"F00187","K00040","臨床30年漢方百話：昭和35.12.10，矢数道明著（医道の日本社）"
"F00188","K00040","症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）"
"F00189","K00040","経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）"
"F00190","K00040","漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）"
"F00191","K00040","図説　東洋医学　湯液編㈵　漢方解説：山田光胤・橋本竹二郎共著，昭和59.6.1，初版（学習研究社）"
"F00192","K00040","漢方精撰百八方−その運用とかんどころ：相見三郎・石原明・伊藤清夫・大塚敬節・藤平健・矢数道明・山田光胤共著，昭和40.3.1初版（臨床漢方研究会）"
"F00193","K00040","黙堂柴田良治処方集：柴田良治著，昭和63.12（黙堂社）"
"F00194","K00040","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00195","K00040","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00196","K00040","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00197","K00041","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）"
"F00198","K00041","漢方医学：大塚敬節著，昭和43.8.20/新版漢方医学：大塚敬節著，昭和48.2.16（創元社）"
"F00199","K00041","漢方後世要方解説：矢数道明著，昭和37.5.30（医道の日本社）；明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）"
"F00200","K00041","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）"
"F00201","K00041","漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）"
"F00202","K00041","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00203","K00041","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00204","K00041","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00205","K00042","経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）；一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00215","K00043","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00206","K00043","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）"
"F00207","K00043","漢方医学：大塚敬節著，昭和43.8.20/新版漢方医学：大塚敬節著，昭和48.2.16（創元社）"
"F00208","K00043","臨床30年漢方百話：昭和35.12.10，矢数道明著（医道の日本社）；臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）"
"F00209","K00043","漢方後世要方解説：矢数道明著，昭和37.5.30（医道の日本社）；明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）"
"F00210","K00043","症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）"
"F00211","K00043","経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）"
"F00212","K00043","成人病の漢方療法：寺師睦宗著，昭和46.8.20（創元社）；漢方精撰百八方−その運用とかんどころ：相見三郎・石原明・伊藤清夫・大塚敬節・藤平健・矢数道明・山田光胤共著，昭和40.3.1初版（臨床漢方研究会）"
"F00213","K00043","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00214","K00043","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00216","K00044","漢方医学：大塚敬節著，昭和43.8.20/新版漢方医学：大塚敬節著，昭和48.2.16（創元社）"
"F00220","K00044","成人病の漢方療法：寺師睦宗著，昭和46.8.20（創元社）"
"F00221","K00044","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00222","K00044","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00217","K00044","症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）"
"F00218","K00044","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）"
"F00219","K00044","経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）"
"F00223","K00045","漢方医学処方解説：矢数道明著，昭和15.1.1（日本漢方医学会）"
"F00224","K00045","医方集解：汪昂編著，1682年日本刊本"
"F00225","K00045","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）"
"F00226","K00045","経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）"
"F00227","K00045","漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）"
"F00228","K00045","中国医学大辞典：謝観編著，1957.9，第5次印刷（商務印書館）"
"F00229","K00045","黙堂柴田良治処方集：柴田良治著，昭和63.12（黙堂社）"
"F00230","K00045","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00231","K00045","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00232","K00046","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00233","K00047","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00234","K00048","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00235","K00049","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00236","K00050","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00237","K00051","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）；改訂新版漢方処方集：龍野一雄編著，昭和49.6.25，改訂（中国漢方医学書刊行会）；漢方入門講座1，増補改訂漢方入門講座上・下巻：漢方入門講座1：龍野一雄著，昭和27.12.1（東京漢方杏林会編輯部），増補改訂漢方入門講座上・下巻：龍野一雄著 ，昭和49.3.20（中国漢方医学書刊行会）；症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）"
"F00238","K00051","漢方医学：大塚敬節著，昭和43.8.20/新版漢方医学：大塚敬節著，昭和48.2.16（創元社）"
