"_id","idherbsmed","name","nameloc1","nameloc2","efficacy","efficacyloc","ref","idclass","idcompany","idtype","img"
"184","J00184","Jamu Biosen","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c60","2",""
"185","J00185","Jamu Bio-X","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c60","2",""
"186","J00186","Jamu Darbio","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c60","2",""
"187","J00187","Jamu Diabio","","","For diabetes melitus","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c60","2",""
"188","J00188","Jamu Ragalin","","","Useful for maintaining health and add strength to the weak body, less blood and loss of appetite.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","1","c60","2",""
"189","J00189","Diameli Kapsul (Dang Miao)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c61","2",""
"190","J00190","Protipo (Tie Lung Wang)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c61","2",""
"191","J00191","Rotz","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c61","2",""
"192","J00192","Mega Cur","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c62","2",""
"193","J00193","MenLi","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c62","2",""
"194","J00194","Tusol","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c62","2",""
"195","J00195","Jaga Nita","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c63","2",""
"196","J00196","Jagacok","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","17","c63","2",""
"197","J00197","Jagaku","","","For men's stamina","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c63","2",""
"198","J00198","Jagalangset","","","Reduce excess fat in the body, so that the body becomes lean, slim and youthful look.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c63","2",""
"199","J00199","Jagalinu","","","To cure soreness in muscles backache & weariness","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c63","2",""
"200","J00200","Jagamag","","","Overcome stomach ulcers","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c63","2",""
"201","J00201","Jagamuk","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c63","2",""
"202","J00202","Jagangin","","","Treating cold","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c63","2",""
"203","J00203","Jaganis","","","For diabetes","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c63","2",""
"204","J00204","Jagapinggang","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","17","c63","2",""
"205","J00205","Jagapria","","","To maintain health and protect the body from disease for men who are always keen to work.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c63","2",""
"206","J00206","Jagaranggi","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c63","2",""
"207","J00207","Jagasma","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c63","2",""
"208","J00208","Jagasrat","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c63","2",""
"209","J00209","Jagasrol","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c63","2",""
"210","J00210","Jagatal","","","Treat itching and other skin problems","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c63","2",""
"211","J00211","Jagatu","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c63","2",""
"212","J00212","Jagatung","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c63","2",""
"213","J00213","Jagawas","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c63","2",""
"214","J00214","Minyak Pegal Linu Rajawali Putih","","","Eliminate fatigue, aching rheumatic pain, pain in muscles and bones throughout the body after work, exercise or to travel long distances, healthful and refreshing body.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c64","2",""
"215","J00215","Minyak Kayu Putih Rajawali Putih","","","Nasal congestion, colds, stomach pain, nausea, vomiting, insect bites, itch","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c64","2",""
"216","J00216","Herba Plus Beti Care","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c65","2",""
"217","J00217","Herba Plus Bio T","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c65","2",""
"218","J00218","Herba Plus Hemax","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c65","2",""
"219","J00219","Herba Plus Norlang","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c65","2",""
"220","J00220","Herba Plus Reco Uric","","","Reduce levels of uric acid","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","1","c65","2",""
"221","J00221","Herba Plus Recofem","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c65","2",""
"222","J00222","Herba Plus Recokidney","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c65","2",""
"223","J00223","Herba Plus Reticare","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c65","2",""
"224","J00224","Herba Plus Sterol Care","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c65","2",""
"225","J00225","Herba Plus Tenscare","","","Treat high blood pressure","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","8","c65","2",""
"226","J00226","Normag","","","Overcome stomach ulcers","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c65","2",""
"227","J00227","Natural Noni","","","Treat high blood pressure, diabetes","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c66","2",""
"228","J00228","Japekap","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c67","2",""
"229","J00229","Asharat","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c68","2",""
"230","J00230","Batusari","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c68","2",""
"231","J00231","Cholesana","","","Reduce cholesterol level in blood","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c68","2",""
"232","J00232","Emens","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c68","2",""
"233","J00233","Kemisari (CP-SBY)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c68","2",""
"234","J00234","Lantik","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c68","2",""
"235","J00235","Makap","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c68","2",""
"236","J00236","Saricurah","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c68","2",""
"237","J00237","Tensisari","","","To treat the symptoms of high blood pressure with signs: headache, dizzy eyes and blurred and palpitations.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","8","c68","2",""
"238","J00238","Asakti (Nyo Suan Yen)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c69","2",""
"239","J00239","Balan","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c69","2",""
"240","J00240","Cantik ( Cien Pao )","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c69","2",""
"241","J00241","Chi Cun (Sehat Segar)","","","Useful for maintaining health and add strength to the weak body, less blood and loss of appetite.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","1","c69","2",""
"242","J00242","Dibet","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c69","2",""
"243","J00243","Fung Tung ( Obat Encok )","","","Effective to relieves muscles and joints pain.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c69","2",""
"244","J00244","Kidni (Sen Chu Liang Yo)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c69","2",""
"245","J00245","Leda (Cien Yu)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c69","2",""
"246","J00246","Lepes ( Sio Ho Yen )","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c69","2",""
"247","J00247","Lulu (Sen Chu Lulu Tung)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c69","2",""
"248","J00248","MS Fit (Shang Hau)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c69","2",""
"249","J00249","MS Prost ( Siao Tung )","","","Prevent and help treat prostate enlargement","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","10","c69","2",""
"250","J00250","Pai Fung Wan (Sehat Wanita)","","","To maintain good health so as not lethargic, weak, tired or susceptible to disease, so it is always healthy and fresh.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c69","2",""
"251","J00251","Payu ( Sio In Yen )","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c69","2",""
"252","J00252","Rakem ( Sio Kung Yen )","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c69","2",""
"253","J00253","Ramku (Sen Fa Yen)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c69","2",""
"254","J00254","Sany","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c69","2",""
"255","J00255","Sehat Jantung (Sing Lok)","","","For healthy heart","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","8","c69","2",""
"256","J00256","Sien-sien","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c69","2",""
"257","J00257","Tensipres (Ciang Lok)","","","To treat the symptoms of high blood pressure with signs: headache, dizzy eyes and blurred and palpitations.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","8","c69","2",""
"258","J00258","Turnas (Sen Chu Cen Lok)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c69","2",""
"259","J00259","Galian Singset Merk Naga Sembilan Akar Wahana Sari","","","Reduce excess fat in the body, so that the body becomes lean, singset and youthful look.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c70","2",""
"260","J00260","Jahe Kencur Merk Naga Sembilan Akar Wahana Sari","","","Treating cold","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c70","2",""
"261","J00261","Pegal Linu Merk Naga Sembilan Akar Wahana Sari","","","Eliminate fatigue, aching rheumatic pain, pain in muscles and bones throughout the body after work, exercise or to travel long distances, healthful and refreshing body.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c70","2",""
"262","J00262","Sehat Badan Merk Naga Sembilan Akar Wahana Sari","","","Useful for maintaining health and add strength to the weak body, less blood and loss of appetite.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","1","c70","2",""
"263","J00263","Sehat Lelaki Merk Naga Sembilan Akar Wahana Sari","","","To maintain health and protect the body from disease for men who are always keen to work.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c70","2",""
"264","J00264","Pici","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c71","2",""
"265","J00265","G - Kampo Granule","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c72","2",""
"266","J00266","Honso Sho-Saiko-To Granules","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c72","2",""
"267","J00267","Akar Fatima","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c73","2",""
"268","J00268","Spiruna","","","Antioxidants","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c74","2",""
"269","J00269","Asy-Syifa Nurusyifa","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c74","2",""
"270","J00270","Plutulat","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c75","2",""
"271","J00271","Muliaben","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c76","2",""
"272","J00272","Muliakab","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c76","2",""
"273","J00273","Muliamag","","","Overcome stomach ulcers","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c76","2",""
"274","J00274","Mulianis","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c76","2",""
"275","J00275","Pelangsing","","","Reduce excess fat in the body, so that the body becomes lean, and youthful look.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c76","2",""
"276","J00276","Primabat","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c76","2",""
"277","J00277","Primadel","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c76","2",""
"278","J00278","Primakol","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c76","2",""
"279","J00279","Primalin","","","Eliminate fatigue, aching rheumatic pain, pain in muscles and bones throughout the body after work, exercise or to travel long distances, healthful and refreshing body.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c76","2",""
"280","J00280","Primarat","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c76","2",""
"281","J00281","Primasta","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c76","2",""
"282","J00282","Primatik","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c76","2",""
"283","J00283","Sehat Lelaki","","","To maintain health and protect the body from disease for men who are always keen to work.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c76","2",""
"284","J00284","Wadaram","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c77","2",""
"285","J00285","Virgin Natural","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c78","2",""
"286","J00286","Asarat","","","To cure soreness in muscles backache & weariness","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c79","2",""
