"idcrude","sname","name_en","name_loc1","name_loc2","gname","position","effect","effect_loc","comment","ref"
"S00116","Asparagus officinalis Radix","Asparagus","Asparagus","","Asparagus officinalis L.","Root","Bamboo Shoots: beri-beri drug.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00117","Aster tataricus Radix","Tartarian Aster","Tatarian Aster","","Aster tataricus L.","Root","Acute or chronic cough and asthma with copious expectoration; hemoptysis in consumptive diseases. ","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S00118","Astragalus membranaceus Radix","Huang Qi","Astragali","","Astragalus membranaceus (Fisch. ex Link) Bunge","Root","INDICATIONS: immune deficiency; cancer; chronic fatigue; high blood pressure; prolapse of internal organs; diabetes; cold and weak limbs; colds and flu; bronchitis; hepatitis; adrenal deficiency.","","-","http://www.chinese-herbs.com/store/page43.html"
"S00119","Atractylodes lancea Rhizoma","Southern Tsangshu, Cang Zhu","Atractylodes","","Atractylodes lancea (Thumb) DC","Rhizome","Epigastric distension and diasrrhea; edema, particularly edema of the legs with lameness; rheumatic arthralgia; common cold; night blindess.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S00120","Atractylodes macrocephala Rhizoma","Bai Zhu, Atractylodes","Bai Zhu","","Atractylodes macrocephala","Rhizome","Hypofunction of the spleen with anorexia, abdominal distension and diarrhea; dizziness and palpifation due to retention of phlegm and fluid; edema; spontaneous sweating; threatened abortion.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S00121","Atractylodis alba Rhizoma","Bai Zhu, Atractylodes","Bai Zhu","","Atractylodis alba","Rhizome","INDICATIONS: 1) For weak spleen and dampness, with fatigue, drowsiness, feeling of fullness and oppression of chest and abdomen, diarrhea; 2) For arthritis (pain in joints); 3) To promote sweating to expel cold from the body surface, manifested by chills, fever, heaviness and pain of the head; 4) For night blindness and cataracts.","","-","http://www.chinese-herbs.com/store/page43.html"
"S00122","Atractylodis Macrocephala Rhizoma","Bai Zhu, Atractylodes","Bai Zhu","","Atractylodis Macrocephala","Rhizome","INDICATIONS: 1) For weak spleen and dampness, with fatigue, drowsiness, feeling of fullness and oppression of chest and abdomen, diarrhea; 2) For arthritis (pain in joints); 3) To promote sweating to expel cold from the body surface, manifested by chills, fever, heaviness and pain of the head; 4) For night blindness and cataracts.","","-","http://www.chinese-herbs.com/store/page43.html"
"S00123","Aucklandiae lappae Radix","Mu Xiang","Muxiang","","Aucklandiae lappae","Root","Distending pain in the chest and epigastrium; tenesmus in dysentery; indigestion with anorexia. Diarrhea with abdominal pain.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S00124","Avena sativa Semen","Oats","Oat","","Avena sativa","Seed","Lower cholesterol levels in the blood, tonic, combating the profound lethargy which comes as a direct result of multiple sclerosis, as a food in chronic neurological pain, insomnia, eczema.","","-","www.herbs2000.com"
"S00125","Averrhoa bilimbi Folium","-","Blimbing Wuluh","","Averrhoa bilimbi L","Leaf","Flowers: cough medicine. Fruit: sprue. Leaf: gout, fever, drug mumps.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00126","Averrhoa bilimbi Fructus","-","Blimbing Wuluh","","Averrhoa bilimbi L","Fruit","Flowers: cough medicine. Fruit: sprue. Leaf: gout, fever, drug mumps.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00127","Averrhoa carambola Fructus","Carambola","Blimbing Legi","","Averrhoa carambola L","Fruit","Fruit: cough medicine, high blood pressure. Leaf: dizziness drugs.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00128","Azadirachta indica Folium","Neem","Mimba","","Azadirachta indica A. Juss.","Leaf","Leaf: fever, strengthen body.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00129","Azadirachta indica Oleum","Neem","Mimba","","Azadirachta indica A. Juss.","Oil","Leaf: fever, strengthen body.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00130","Baeckea frutescens Folium","-","Jungrahab","","Baeckea frutescens L.","Leaf","Analgesic, antispasmodic, tonic, dan diuretic. ","","-","http://www.iptek.net.id/ind/pd_tanobat/"
"S00131","Balsamodendron myrrha Lignum","Myrrh","Myrrh","","Balsamodendron myrrha","Wood","It is an article seldom used alone: and it should never be used at all during febrile excitement; in inflammatory affections, where there is sensitiveness of the mucous membranes either of the stomach, bowels, lungs, uterus, or renal organs; nor where the mucous discharges are deficient. It is indicated where there is feebleness of the vascular apparatus, and a tendency to congestion with nervous prostration; and phlegmatic temperaments admit it more readily than the nervous or sanguine. In atonic conditions of the stomach and bowels, giving rise to particular forms of indigestion, flatulence, colic pains, and coldness, it is of use combined with tonics. In excessive mucous discharges, with debility of the membranes and the general system, it exhibits its virtues to great advantage; as in chronic leucorrhea and catarrh, when the secretions have become offensive; likewise in low ulcerations of the bowels and the bladder, providing no inflammatory excitement be present. It may be used directly to the vagina, in bad leucorrhea; and when combined with bayberry or a little capsicum, forms a potent injection to the bowels in passive hemorrhages following typhus. As a local application in degenerate ulcers, it is of great valueâ€“especially in phagedaena, malignant and foetid sores, carbuncles, malignant scarlatina, putrid sore throat and diphtheria, and after an indolent bubo has been opened. In these cases it is best to combine it with capsicum or other stimulant, but seldom with astringents. I have found it of good service in phagedaenic chancres, along with lobelia seeds and a little capsicum. In all such local cases it may be used in powder, tincture, or watery solution. It is a favorite appliance in aphthous sores, and bleeding or spongy gums. Many make use of its tincture in liniments; but being so largely resinous, it soon forms a layer of varnish upon the surfaceâ€“thereby shutting in the perspiration that should escape at the part, and preventing the subsequent applications from reaching the structures.","","-","http://www.henriettesherbal.com/eclectic/cook/BALSAMODENDRON_MYRRHA.htm"
"S00132","Bambusa tuldoides Caulis","Bamboo Shavings, Zhu Ru","Bambu Krisik","","Bambusa tuldoides Munro","Stem","Cough due to heat and phlegm; restlessness, vominting, palpitation and insomnia caused by excess fire in the gallbaldder, stroke with impairment of consciousness; stiff tongue vomiting due to heat in the stomach; hyperemesis gravidarum, threatened abortion.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S00133","Bambusa vulgaris Cortex","-","Bambu kuning","","Bambusa vulgaris Schrad","Bark","Bamboo Shoots: jaundice, swollen.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00134","Baptisia tinctoria Radix","Wild Indigo","Wild Indigo","","Baptisia tinctoria","Root","Tonsillitis, pharyngitis, healing contagions of the chest and gastrointestinal tract, lymphatic disorders, heals cancer sores, gum diseases, sore throats, antiseptic to heal cuts and wounds.","","-","www.herbs2000.com"
"S00135","Barathranthus axanthus Folium","-","Barathranthus","","Barathranthus axanthus","Leaf","Tumor, cancer, tonsils, measles","","-","-"
"S00136","Barosma betulina Folium","Buchu","Buchu","","Barosma betulina","Leaf","Treat urinary problems, kidney stones, arthritis, cholera, muscle aches","","-","www.herbs2000.com"
"S00137","Belamcanda chinensis Rhizoma","Blackberry Lily","Brojo lintang","","Belamcanda chinensis (L.) DC","Rhizome","Flowers: febrifuge. Roots: cathartic.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00138","Benincasa hispida Pericarpium","Wax Gourd","Baligo","","Benincasa hispida Cogn.","Rind","Fruit: antidote. Trunk: skin drug.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00139","Benincasa hispida Semen","Wax Gourd","Baligo","","Benincasa hispida Cogn.","Seed","Fruit: antidote. Trunk: skin drug.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00140","Berberris vulgaris Fructus","Barberry","European Barberry","","Berberris vulgaris","Fruit","The gallbladder, jaundice, amebic dysentery, cholera, gastrointestinal infections, hepatitis and other disorders of the liver, treatment of all sorts of disorders of the digestive system, eye wash.","","-","www.herbs2000.com"
"S00141","Beta Vulgaris Herba","Beet","Bit","","Beta Vulgaris","Herb","Seed: tumours of the intestines, genital tumours. Juice or other parts of the plant: tumours, leukaemia and other forms of cancer such as cancer of the breast, oesophagus, glands, head, intestines, leg, lip, lung, prostate, rectum, spleen, stomach, and uterus, ulcers, haemorrhoids, anaemia and yellow jaundice. Leaves and roots: emmenagogue.","","-","http://www.pfaf.org/database/plants.php?Beta+vulgaris+altissima"
"S00142","Betula alba Folium","Birch","White Birch","","Betula alba","Leaf","Inner bark: various skin afflictions, especially eczema and psoriasis, intermittent fevers. Leaves: gout, dropsy and rheumatism, kidney stones. The young leaves and leaf buds are harvested in the spring and dried for later use[238]. Leaves and bark: bathing skin eruptions.","","-","http://www.pfaf.org/database/plants.php?Betula+pendula"
"S00143","Bidens pilosa Folium","Spanish Needles","Spanish Needle","","Bidens pilosa","Leaf","Leaves: wounds and ulcers, thrush and candida. Whole plant: intestinal ailments.","","-","http://www.pfaf.org/database/plants.php?Bidens+pilosa"
"S00144","Biota orientalis Folium","Oriental Arborvitae","Biota","","Biota orientalis L.","Leaf","INDICATIONS: insomnia; neruathenia; heart palpitations; spermatorrhea; profuse sweating; constipation; physical weakness and malnutrition; male infertility","","-","http://www.chinese-herbs.com/store/page48.html"
"S00145","Bixa orellana Folium","Annatto","Sumba kling","","Bixa orellana L","Leaf","Leaf: diarrhea medicine, jaundice, diaphoretic, improve the digestive tract, stop the bleeding wounds of new.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00146","Bletilla striate Rhizoma","Bletilla, Hardy Orchid","Common Bletilla Tuber","","Bletilla striate (Thunb.) Reichb.","Rhizome","Hemoptysis in pulmonary tuberculosis, hematemesis in peptic ulcer, traumatic bleeding, boils and sores; rhagadia.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S00147","Blumea balsamifera Folium","Ai Na Xian (Blumea Camphor)","Sembung","","Blumea balsamifera DC.","Leaf","Leaf: drug fever, cough, diaphoretic, anti mosquito.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00148","Boerhaavia diffusa Herba","Tar Vine","Punarnava","","Boerhaavia diffusa","Herb","Roots: asthma, oedema, anaemia, jaundice, ascites, anasarca, scanty urine, internal inflammation, antidote to snake poisoning.","","-","http://www.pfaf.org/database/plants.php?Boerhavia+diffusa"
"S00149","Boesenbergia pandurata Folium","-","Temu Kunci","","Boesenbergia pandurata (Roxb.) Schlecht","Leaf","Rhizome: reproduce asi, body refresher childbirth. Leaf: sprue.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00150","Boesenbergia pandurata Oleum","-","Temu Kunci","","Boesenbergia pandurata (Roxb.) Schlecht","Oil","Rhizome: reproduce asi, body refresher childbirth. Leaf: sprue.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00151","Boesenbergia pandurata Rhizoma","-","Temu Kunci","","Boesenbergia pandurata (Roxb.) Schlecht","Rhizome","Rhizome: reproduce asi, body refresher childbirth. Leaf: sprue.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00152","Boesenbergia pandurata Semen","-","Temu Kunci","","Boesenbergia pandurata (Roxb.) Schlecht","Seed","Rhizome: reproduce asi, body refresher childbirth. Leaf: sprue.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00153","Bolbostemma paniculatum Rhizoma","Paniculate Bolbostemma; Tu Bei Mu","Paniculate Bolbostemma","","Bolbostemma paniculatum (Maxim. ) Franquet.","Rhizome","Mastitis, chronic lymphadenitis, tuberculosis of cervical lymph nodes, hypertrophic rhinitis.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S00154","Borreria hispida Folium","-","Gempur Batu","","Borreria hispida","Leaf","Leaf: diuretic.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00155","Boswellia carteri Resin","Frankincense, Olibanum","Luban","","Boswellia carteri","Sap","INDICATIONS: dysmenorrhea; amenorrhea; pains in chest and abdomen; nocturnal emissions with wet dreams; epilepsy; sluggish circulation; boils, abcesses, carbuncles.","","-","http://www.chinese-herbs.com/store/page47.html"
"S00156","Boswellia sacra Herba","Frankincense, Olibanum","Luban","","Boswellia sacra Flueck.","Herb","INDICATIONS: dysmenorrhea; amenorrhea; pains in chest and abdomen; nocturnal emissions with wet dreams; epilepsy; sluggish circulation; boils, abcesses, carbuncles.","","-","http://www.chinese-herbs.com/store/page47.html"
